location,size,total_sqft,bath,predicted_price
Hongasandra,2,1065.0,2.0,4843425.000000001
Malleshwaram,2,1124.0,3.0,5324060.0
Whitefield,2,1085.0,2.0,4908259.5
Hulimavu,3,1320.0,2.0,5955084.285714285
Electronic City,3,1530.0,2.0,7474811.598507701
Vasantha Vallabha Nagar,3,1280.0,2.0,5929543.333333332
Sri Sai Layout,2,1000.0,2.0,4819925.0
Sarjapur  Road,3,1877.0,4.0,13030000.0
Koramangala,2,1005.0,1.0,7230611.666666668
Varthur,2,1402.0,2.0,7330678.333333334
Yelahanka,3,2195.0,4.0,17272000.0
Vidyaranyapura,2,1200.0,2.0,5348900.0
Narayanappa Garden,2,1475.0,2.0,7823200.0
Old Airport Road,4,3200.0,4.0,25668500.0
frazertown,3,2900.0,3.0,25863000.0
Nobo Nagar,6,1500.0,7.0,15636000.0
Bharathnagar,2,1245.0,2.0,6105245.973084886
Thanisandra,2,1265.0,2.0,8182578.571428573
Sarjapur  Road,3,1750.0,3.0,11283400.0
Doddathoguru,2,1015.0,2.0,4288590.833333333
Kanakpura Road,1,525.0,1.0,2738603.2957417113
Kammasandra,3,1365.0,2.0,6568961.666666666
Thanisandra,1,693.0,1.0,3776727.8888888895
Hosakerehalli,3,2376.0,3.0,23412833.33333333
Abbaiah Reddy Layout,3,1310.0,2.0,6255707.142857144
M.G Road,2,1250.0,2.0,5940594.285714285
Babusapalaya,3,1358.0,2.0,6245298.333333332
Yeshwanthpur,3,1693.0,3.0,10998546.785714287
Somasundara Palya,3,1600.0,3.0,9464316.666666668
Bhoganhalli,3,1760.0,3.0,11830343.571428569
ITPL,4,5667.5,5.0,51615500.0
Kasavanhalli,3,1450.0,3.0,7286549.76190476
Yelahanka,4,3206.0,5.0,25770900.0
Kasavanhalli,2,1158.0,2.0,5320901.666666667
Hoysalanagar,2,1100.0,2.0,5267950.0
Electronic City,3,1360.0,2.0,6838982.166666666
Mallasandra,2,1200.0,2.0,5297615.714285715
Akshaya Nagar,4,1410.0,4.0,13333150.0
Rachenahalli,3,2710.0,3.0,19772785.714285716
Frazer Town,3,2214.0,3.0,20102200.0
BTM 4th Stage,2,1350.0,2.0,7626683.333333334
Nagarbhavi,4,600.0,5.0,7532050.0
Pulikeshi Nagar,3,2280.0,3.0,16739600.0
Magadi Road,2,750.0,2.0,3749928.650793651
Kogilu,1,700.0,1.0,3311410.0
Benson Town,3,3200.0,4.0,38052000.0
Hebbal,3,1255.0,2.0,8592480.85714286
Kadugondanahalli,6,727.0,6.0,7945600.0
Sarjapur  Road,4,3416.5,6.0,25366000.0
Lakshmipura,2,1225.0,2.0,5498050.0
Sindhi Colony,5,5665.84,7.0,60947500.0
Yemlur,8,12000.0,9.0,182235000.0
Kathriguppe,3,1350.0,3.0,8003069.999999999
Doddathoguru,2,984.0,2.0,4196125.0
7th Phase JP Nagar,2,1175.0,2.0,7334710.0
1st Phase JP Nagar,3,2024.0,3.0,16623000.0
7th Phase JP Nagar,2,1000.0,2.0,6085759.246031745
9th Phase JP Nagar,2,1005.0,2.0,4823788.333333333
Bannerghatta Road,3,1660.0,3.0,9404957.142857146
Whitefield,2,1216.0,2.0,7686999.553863486
OMBR Layout,5,2400.0,5.0,21540000.0
Hebbal,2,1244.0,3.0,6234750.0
Marathahalli,2,1146.0,2.0,6730166.666666666
Talaghattapura,3,1868.0,3.0,12441919.047619045
Sector 2 HSR Layout,9,600.0,9.0,7696000.0
Choodasandra,2,1180.0,2.0,5612030.0
OMBR Layout,2,1085.0,2.0,5162322.5
Electronics City Phase 1,1,580.0,1.0,2897460.0
Yelahanka,3,1590.0,2.0,10060650.0
Raja Rajeshwari Nagar,3,1530.0,3.0,7180129.583333334
Chandapura,2,800.0,2.0,3241431.833333333
ITPL,4,3262.0,5.0,28359833.33333333
Sarjapur  Road,2,1194.0,2.0,6723178.879519174
Lingadheeranahalli,3,1683.0,3.0,13115651.190476188
Magadi Road,2,1000.0,2.0,5183660.0
Gottigere,1,1806.0,1.0,14604420.0
5th Phase JP Nagar,2,1075.0,2.0,5561850.0
Koramangala,4,2700.0,4.0,36499500.0
B Narayanapura,2,1313.0,2.0,6778384.523809523
Rajaji Nagar,7,12000.0,6.0,167105000.0
Malleshpalya,3,1785.0,3.0,11299643.333333332
Subhash Nagar,4,1200.0,4.0,11855000.0
Kasturi Nagar,2,1000.0,2.0,5755550.0
Hennur,3,1150.0,3.0,8729927.5
Hennur Road,2,1297.0,2.0,7394653.333333332
Kengeri Satellite Town,4,936.0,2.0,9941306.666666666
Electronic City,2,1070.0,2.0,5648602.861860361
Begur Road,3,1410.0,2.0,5526643.500000001
Gulakamale,2,1200.0,2.0,5297615.714285715
"Hoodi Circle, ",2,1234.0,2.0,5723003.878787878
Rachenahalli,3,2721.0,3.0,20015952.38095238
Begur Road,3,680.0,4.0,7710000.0
Wilson Garden,1,735.0,1.0,3231368.0
Kodigehalli,3,1820.0,3.0,11086250.0
Bidadi,2,1600.0,2.0,8991130.0
5th Phase JP Nagar,2,1450.0,2.0,7835560.0
Ramamurthy Nagar,2,1150.0,2.0,5086467.916666667
Yelahanka,1,697.0,1.0,3407890.0
Yelahanka,2,1065.0,2.0,4834418.333333333
Channasandra,2,1030.0,2.0,3607595.0238095243
Sidedahalli,9,1200.0,7.0,15379000.0
Electronics City Phase 1,2,940.0,2.0,6504541.666666668
Raja Rajeshwari Nagar,8,4800.0,8.0,17545000.0
Hoodi,3,1746.0,3.0,11549126.190476194
Banashankari,3,1900.0,2.0,14744060.0
Margondanahalli,2,1200.0,1.0,5915985.357142858
Yelahanka,1,26136.0,1.0,125401000.0
Chandapura,2,778.0,2.0,2512099.166666667
Old Madras Road,2,1211.0,2.0,7755394.322344321
Talaghattapura,2,1040.0,2.0,4156924.9999999995
Sahakara Nagar,3,1370.0,2.0,7038770.0
Subramanyapura,3,1278.0,3.0,5674040.0
Marathahalli,2,1220.0,2.0,5919446.666666666
Thanisandra,3,1430.0,2.0,7680367.5
Cambridge  road,3,1000.0,2.0,4481265.0
Kattigenahalli,2,1200.0,1.0,5260872.857142857
Sarjapur  Road,3,2180.0,4.0,15970083.333333336
Hebbal Kempapura,3,1725.0,2.0,9295560.0
AMS Layout,3,1200.0,4.0,14348000.0
Sonnenahalli,1,605.0,1.0,3351121.666666667
Haralur Road,3,1464.0,3.0,9032242.38095238
Kadabagere,2,675.0,1.0,1993413.3333333335
Hennur,4,3517.0,,28487900.0
Kaggadasapura,3,1280.0,2.0,6091193.333333332
Sarjapur,2,1175.0,2.0,4897993.333333333
frazertown,3,2000.0,3.0,10220000.0
1st Block Jayanagar,4,2850.0,4.0,29056142.85714286
Yelahanka,3,1614.0,3.0,10033380.0
Kundalahalli,3,1724.0,3.0,13411457.900432903
Doddakannelli,3,780.0,3.0,6976908.333333334
Bannerghatta Road,3,1460.0,2.0,8335650.0
Ramamurthy Nagar,2,935.0,2.0,4424769.714285714
Haralur Road,3,1817.0,3.0,11001594.0
Yelahanka,3,1517.0,3.0,10214575.0
Electronic City,4,2000.0,4.0,12269500.0
Hennur Road,3,1482.0,2.0,8442887.17857143
Munnekollal,2,1170.0,2.0,5423230.0
Sarjapur  Road,3,1157.0,2.0,7419929.365079364
JP Nagar,3,3496.5,,26634666.666666664
Hormavu,4,2282.0,4.0,17805883.333333332
Sarjapur  Road,4,4000.0,5.0,49707500.0
Yelahanka,1,602.0,1.0,3499800.0
Gottigere,1,812.0,1.0,2930105.0
Marathahalli,1,615.0,1.0,3452372.8571428573
Chikkalasandra,3,1230.0,2.0,5331200.0
Ejipura,2,922.0,2.0,4001574.0476190476
Chelekare,1,600.0,1.0,3310155.0
Chandapura,1,645.0,1.0,1645000.0
Somasundara Palya,3,1575.0,3.0,9162873.80952381
Somasundara Palya,2,1185.0,2.0,6970140.0
Bannerghatta Road,3,1625.0,2.0,10846753.333333336
Kaggadasapura,3,1500.0,2.0,7748176.58685269
Sathya Sai Layout,4,6688.0,6.0,83457000.0
Kanakpura Road,2,1220.0,2.0,7199300.0
Koramangala,4,2461.0,6.0,36678000.0
Hulimavu,2,1100.0,2.0,4986750.0
Horamavu Banaswadi,2,1025.0,2.0,4363855.833333334
Electronics City Phase 1,2,1085.0,2.0,5980724.5
Kaval Byrasandra,3,1400.0,3.0,6889040.0
Rajiv Gandhi Nagar,2,1219.0,2.0,5762610.0
Madiwala,4,910.0,4.0,9601800.0
Murugeshpalya,2,1296.0,2.0,6627166.666666666
KUDLU MAIN ROAD,3,1464.0,3.0,5435451.7900400255
Panathur,2,1193.0,2.0,5999294.102543311
Old Town,8,750.0,8.0,10779000.0
VHBCS Layout,2,1353.0,2.0,9615869.999999998
Pattandur Agrahara,2,900.0,2.0,4406333.333333334
Rajaji Nagar,2,1763.0,3.0,25444750.0
9th Block Jayanagar,6,1200.0,5.0,20632000.0
Kasavanhalli,2,1495.0,2.0,9456500.0
Bisuvanahalli,2,845.0,2.0,3364862.3015873022
Neeladri Nagar,1,674.0,1.0,3346572.380952381
Bhoganhalli,3,1760.0,3.0,11830343.571428569
Jakkur,2,1473.0,2.0,8922400.0
JP Nagar,2,1200.0,2.0,6168280.0
Chikkabanavar,4,2460.0,7.0,15925000.0
Green View Layout,2,1150.0,2.0,4998267.916666667
Sarjapur  Road,4,2750.0,5.0,22448166.666666664
Electronic City,3,1470.0,2.0,8113258.644549895
4th Block Koramangala,9,4500.0,9.0,15883000.0
BEL Layout,2,1375.0,2.0,7955190.0
Subramanyapura,2,1050.0,2.0,5169468.75
Yelahanka,2,1140.0,2.0,5058462.840659341
Nagarbhavi,3,1850.0,2.0,10512610.0
Malleshwaram,3,2345.0,,22851945.454545453
Old Airport Road,2,946.0,2.0,4430620.0
Vinayaka Nagar,2,1340.0,2.0,7389488.333333334
Jakkur,3,1819.18,3.0,14853333.333333332
Nehru Nagar,2,961.0,2.0,4539376.666666666
Bellandur,1,950.0,1.0,4094350.0
Narayanapura,3,2357.0,3.0,15106500.0
Weavers Colony,1,812.0,1.0,2870675.0
Somasundara Palya,3,2300.0,2.0,16811000.0
Nelamangala,2,820.0,2.0,2686155.0
7th Phase JP Nagar,3,1680.0,3.0,12098150.151310677
Bannerghatta Road,3,1465.0,2.0,8310090.0
Sanjay nagar,2,630.0,1.0,3152879.0873015868
Whitefield,3,3480.0,4.0,24228333.333333336
Vittasandra,3,1650.0,3.0,8768400.0
Devara Jeevanahalli,4,400.0,2.0,6308000.0
Whitefield,4,4500.0,4.0,47332000.0
Lakkasandra,9,4500.0,9.0,15883000.0
Ambedkar Nagar,3,1935.0,4.0,12410500.0
Kanakpura Road,2,1296.0,2.0,9545658.904761907
Kasturi Nagar,4,784.0,2.0,8123000.0
Sarjapur,3,1200.0,3.0,7430677.119047619
Rachenahalli,2,1050.0,2.0,5234091.547085654
Raja Rajeshwari Nagar,3,1530.0,3.0,7180129.583333334
6th Phase JP Nagar,3,1515.0,2.0,8067096.008403361
Doddanakunte,5,2700.0,5.0,15444500.0
TC Palaya,3,1200.0,3.0,7086213.785714286
Jigani,3,1221.0,3.0,7140190.0
RMV 2nd Stage,2,1200.0,2.0,5297615.714285715
Sathya Sai Layout,4,6652.0,6.0,84043000.0
Harlur,3,3425.0,3.0,24281333.33333333
Electronic City,2,1165.0,2.0,5594157.472943723
Yeshwanthpur,2,1144.0,2.0,6377971.666666668
Sarjapur  Road,2,1280.0,2.0,8937166.666666668
Basaveshwara Nagar,2,1200.0,2.0,8072825.396825398
Cooke Town,3,2300.0,3.0,18121780.0
Singena Agrahara,3,1500.0,3.0,10630000.0
KEB Colony,2,1040.0,2.0,4769641.666666666
Uttarahalli,2,1134.0,2.0,4747106.595238095
Uttarahalli,2,1200.0,2.0,5552192.857142857
Kasthuri Nagar East Of NGEF,6,2400.0,7.0,19164000.0
Bannerghatta Road,4,3000.0,4.0,24060000.0
Kaikondrahalli,4,1700.0,4.0,15292610.0
Sarjapur  Road,3,1380.0,2.0,7174105.166666666
Belathur,2,1081.0,2.0,4577680.0
Bhagyalakshmi Avenue,2,955.0,1.0,4867401.666666666
Kasavanhalli,3,1476.0,3.0,8942531.42857143
Varthur Road,2,1140.0,2.0,4770074.507326008
Hormavu,2,1129.0,2.0,4707823.611111112
8th Phase JP Nagar,5,1730.0,5.0,18933166.666666664
Srinivasa Nagar,3,1200.0,2.0,6556550.0
Whitefield,2,1170.0,2.0,7290190.0
Bhoganhalli,2,1447.0,2.0,7597000.0
Hebbal,8,6000.0,8.0,26269000.0
Panathur,2,1210.0,2.0,7668984.342796097
Old Madras Road,4,2600.0,4.0,17892500.0
Balagere,1,645.0,1.0,3829364.714285714
Billekahalli,2,950.0,2.0,5683193.333333334
Williams Town,3,1500.0,2.0,8367561.197242299
Thigalarapalya,4,3122.0,6.0,24183337.179487176
Yelahanka,4,2675.0,4.0,22546985.714285713
Kaggadasapura,3,1250.0,2.0,6661500.0
Akshaya Nagar,3,1551.0,2.0,8004441.904761905
Kengeri,1,416.0,1.0,1815240.0
Hosahalli Extension,3,2000.0,3.0,10910000.0
Mallasandra,2,1340.0,2.0,7364688.333333334
Sarjapur  Road,2,1155.0,2.0,7172282.333333334
Kasavanhalli,2,1100.0,2.0,5805100.0
Silk Board,2,1020.0,2.0,4668683.928571429
Electronic City,4,1200.0,4.0,11855000.0
Kothanur,3,1454.0,3.0,7218908.0
Hebbal,3,3520.0,3.0,29570166.666666664
Indira Nagar,2,1260.0,2.0,10464073.333333334
Ganesha Block,3,1810.0,3.0,11813375.333333336
Yelahanka,3,1890.0,4.0,13019566.666666668
Subramanyapura,3,1800.0,3.0,10335866.666666666
Srinivasa Nagar,4,1500.0,4.0,12378250.0
JP Nagar,3,1850.0,3.0,13911190.476190476
Ulsoor,4,3500.0,4.0,27583900.0
8th Phase JP Nagar,2,1062.0,2.0,4138955.0
Seetharampalya,3,1360.0,2.0,6333969.166666666
Sarjapur  Road,3,1826.0,3.0,12703000.0
Sarjapur  Road,2,1150.0,2.0,7229333.333333334
BCC Layout,4,1500.0,5.0,15944450.0
Akshaya Vana,3,1260.0,2.0,6899262.222222222
Kengeri Satellite Town,2,1072.0,2.0,4880620.0
B Narayanapura,3,1405.0,2.0,6813339.166666666
Kodihalli,3,2500.0,4.0,24314000.0
Bisuvanahalli,3,1075.0,2.0,4983446.887391933
Sarjapur  Road,2,1112.0,2.0,6129000.0
Kanakpura Road,3,1530.0,,8263909.592352091
Bendiganahalli,3,1200.0,3.0,7086213.785714286
NGR Layout,2,1020.0,2.0,4786466.369047618
Marathahalli,4,2396.0,4.0,16876552.38095238
Jagajyothi layout,2,1250.0,2.0,5940594.285714285
Varthur Road,2,1277.0,2.0,5919850.0
Amblipura,4,2950.0,4.0,23799000.0
Rajiv Gandhi Nagar,2,1293.0,2.0,7630266.666666669
Kanakpura Road,2,1204.0,2.0,7049356.666666666
Hosur Road,3,1590.0,2.0,12565600.0
Hegde Nagar,3,2112.95,4.0,14240000.0
Indira Nagar,3,1700.0,3.0,18917733.333333332
Venugopal Reddy Layout,3,1545.0,3.0,8077771.666666666
Narayanappa Layout,5,950.0,5.0,10791500.0
NRI Layout,3,1731.0,3.0,10541390.000000002
Chandapura,3,1190.0,2.0,5220732.378740969
Haralur Road,3,1810.0,3.0,10818245.666666668
Kanakpura Road,3,1703.0,3.0,12763166.666666662
Jigani,2,937.0,2.0,4517701.0
BTM 2nd Stage,2,1000.0,2.0,5066375.0
Subramanyanagar,8,1320.0,6.0,14750000.0
Ramanjaneyanagar,2,1040.0,2.0,4769641.666666666
Sarjapur  Road,2,1311.0,2.0,7535750.0
Gollarapalya Hosahalli,2,861.0,2.0,3670280.0
Vidyaranyapura,2,1100.0,2.0,5507000.0
Harlur,3,1749.0,3.0,11461520.238095239
Sarjapura - Attibele Road,3,1676.0,3.0,8994070.0
Marathahalli,2,1050.0,2.0,5367370.0
Sarakki Nagar,3,2663.0,4.0,25480000.0
TC Palaya,2,1100.0,2.0,5195150.0
Hoodi,2,1026.0,2.0,5013863.80952381
BEML Layout,2,999.0,2.0,4592071.666666666
Jakkur,2,1050.0,2.0,4940298.75
Mysore Road,3,1410.0,2.0,5980204.0
Thanisandra,3,1241.0,2.0,6609320.0
KR Puram,3,1452.0,3.0,7269792.333333332
Whitefield,2,1315.0,2.0,8635166.999999998
Chandapura,2,800.0,1.0,3028825.166666667
Green Glen Layout,3,1715.0,3.0,11382508.116883116
Marathahalli,2,957.0,2.0,4699338.333333334
Ardendale,3,2500.0,3.0,16844000.0
Talaghattapura,2,1100.0,2.0,3613440.0
Sathya Sai Layout,4,6652.0,6.0,84043000.0
Raja Rajeshwari Nagar,2,1255.0,2.0,6273915.541666666
Bannerghatta Road,2,1200.0,2.0,5766022.857142857
B Channasandra,2,1300.0,2.0,6088656.666666666
Talaghattapura,3,1800.0,3.0,10787866.666666664
Gunjur,3,1600.0,3.0,8981833.333333334
Bisuvanahalli,3,1075.0,2.0,4983446.887391933
Jakkur,3,1950.0,3.0,13552420.0
Sarjapur  Road,3,1457.0,3.0,8155026.666666666
Yelachenahalli,3,1700.0,3.0,11888878.571428573
Whitefield,4,2403.0,4.0,21989274.6031746
Yeshwanthpur,2,1164.0,2.0,8009580.0
Bannerghatta Road,3,1476.0,3.0,8534818.472222222
BEML Layout,3,2000.0,3.0,9061000.0
Margondanahalli,4,1360.0,2.0,8486774.166666668
Yelahanka,2,1076.0,2.0,5235350.0
Electronic City Phase II,2,900.0,2.0,3371926.666666666
Brooke Bond First Cross,2,1252.0,2.0,6253258.333333332
2nd Stage Nagarbhavi,4,1200.0,4.0,23700000.0
Akshaya Nagar,3,1690.0,3.0,9136162.5
Kaverappa Layout,2,1265.0,2.0,7142965.0
Budigere,1,764.0,1.0,4251651.666666667
Bharathi Nagar,2,1349.0,2.0,7422799.0476190485
Kyalasanahalli,3,1200.0,3.0,7086213.785714286
Sompura,3,1275.0,3.0,5766760.0
Pai Layout,6,3800.0,6.0,18807500.0
Kamakya Layout,4,2400.0,3.0,16312750.0
Bharathi Nagar,2,1432.0,2.0,8428343.333333332
Kaval Byrasandra,2,1060.0,2.0,4704800.0
Sarjapur,3,2690.0,3.0,19934652.38095238
Banashankari Stage V,2,920.0,2.0,3988551.714285714
T K Reddy Layout,3,1616.0,3.0,9062890.0
2nd Phase JP Nagar,2,1040.0,2.0,4604184.999999999
7th Phase JP Nagar,3,1850.0,3.0,14838420.634920634
Bellandur,2,1150.0,2.0,5050301.666666667
Yeshwanthpur,3,1383.0,2.0,7042641.952380952
Haralur Road,3,1810.0,3.0,10818245.666666668
Kumara Park,3,2000.0,3.0,10485000.0
Kanakapura,2,1160.0,2.0,5281863.333333334
Whitefield,3,1500.0,3.0,15445415.801587302
Muthurayya Swamy Layout,3,2405.0,4.0,20632785.714285716
Sarjapur  Road,2,984.0,2.0,5738040.0
Coconut Grove Layout,2,1156.0,2.0,5061185.0
Sarjapur  Road,2,1290.0,2.0,8174565.000000001
1 Immadihalli,11,6000.0,12.0,27700000.0
Bannerghatta Road,4,1380.0,3.0,10794640.0
Whitefield,4,4348.5,,37077500.0
7th Phase JP Nagar,3,1400.0,2.0,9219500.0
Electronics City Phase 1,1,360.0,1.0,2078970.0
Sathya Sai Layout,4,4104.0,4.0,42704250.00000001
Chandapura,1,645.0,1.0,1645000.0
Kaggadasapura,2,1118.0,2.0,4265448.583333333
Devanahalli,3,1282.0,2.0,6704320.0
Hennur Road,3,1976.0,3.0,12738000.0
Prithvi Layout,2,1352.0,2.0,7802361.904761902
Old Madras Road,3,2990.0,5.0,18257666.666666668
Thyagaraja Nagar,7,3000.0,6.0,18582000.0
Gollahalli,2,1170.0,2.0,4353526.666666667
8th Phase JP Nagar,2,909.0,2.0,4099976.666666667
Chinnapanahalli,2,1020.0,2.0,4840300.595238095
Kalyan nagar,2,1190.0,2.0,5100218.77463266
Jigani,2,939.0,2.0,4886175.0
Abbigere,2,995.0,2.0,4070483.333333333
Chikka Tirupathi,5,3356.0,5.0,26874166.666666664
Agrahara Dasarahalli,1,800.0,1.0,3595125.0
Kodichikkanahalli,2,900.0,2.0,4276500.0
Bethel Nagar,3,1092.0,3.0,6134167.5
Begur Road,3,1410.0,2.0,5526643.500000001
Suragajakkanahalli,3,1200.0,3.0,7086213.785714286
Rachenahalli,3,1756.0,3.0,11592106.666666664
Raja Rajeshwari Nagar,2,1267.0,2.0,5755324.5
Doddabanahalli,2,800.0,2.0,3462750.0
Byatarayanapura,1,1300.0,1.0,7949530.0
Gnana Bharathi,6,3600.0,6.0,15432750.0
Vignana Nagar,4,1050.0,4.0,10336000.0
Vijayanagar,3,1527.0,3.0,9212100.833333334
Kenchenhalli,4,1350.0,4.0,14014000.0
Rachenahalli,2,985.0,2.0,5021061.999999999
Kumara Park,2,1200.0,2.0,11219615.714285713
Padmanabhanagar,4,3000.0,4.0,25307000.0
Udayapur Village,3,1440.0,2.0,7872347.166666666
Magadi Road,2,1116.0,2.0,4908000.0
Vijayanagar,2,989.0,2.0,5062115.0
Kalena Agrahara,3,1837.0,2.0,9630530.0
Hegde Nagar,3,1835.0,3.0,9313333.333333332
B K Nagar,6,2400.0,5.0,19710000.0
Kanakpura Road,2,700.0,2.0,4029279.365079365
Daadys Gaarden Layout,3,1600.0,3.0,8454000.0
HMT Layout,3,1385.0,3.0,6521190.0
Kashi Nagar,4,1600.0,4.0,12847266.666666668
7th Phase JP Nagar,2,1370.0,2.0,8170970.0
Thanisandra,3,1996.0,4.0,13220666.666666664
Electronic City Phase II,3,1400.0,2.0,6906805.0
Kalyan nagar,2,820.0,2.0,3161205.0
1st Block HBR Layout,1,600.0,1.0,3310155.0
Gubbalala,5,2570.0,4.0,14712000.0
Kudlu,2,1076.0,2.0,5408526.153846154
Thanisandra,3,1965.0,4.0,12717916.666666668
Jalahalli East,3,1300.0,2.0,5973516.785714285
Thigalarapalya,4,3122.0,5.0,24669293.131868128
Kanakpura Road,3,1223.0,2.0,6589630.0
Hennur,2,1100.0,2.0,5267950.0
1st Block BEL Layout,4,1800.0,5.0,13405500.0
Hosakerehalli,4,3205.0,4.0,31635166.66666667
Kudlu,2,1027.0,2.0,4348660.137085136
Marathahalli,3,1305.0,2.0,5767608.214285715
Banashankari,3,1426.0,3.0,7567150.0
Yelahanka,3,2145.0,3.0,17111333.333333336
Channasandra,2,1115.0,2.0,3485327.0238095243
Benson Town,2,1567.0,3.0,9493215.000000002
Judicial Layout,4,1500.0,3.0,15026833.333333336
Brookefield,2,1139.0,2.0,5692297.071428571
Kengeri,1,416.0,1.0,1815240.0
Chelekare,2,1250.0,2.0,5940594.285714285
Chandapura,3,1305.0,3.0,6890600.0
Ambedkar Nagar,3,2395.0,4.0,18083719.04761905
Yelahanka,3,1614.0,3.0,10033380.0
Begur Road,4,2462.0,4.0,16277309.523809524
Madavara,2,1000.0,2.0,4819925.0
Ramamurthy Nagar,2,700.0,2.0,3715674.0476190476
CV Raman Nagar,3,1480.0,3.0,8153490.0
Akshaya Nagar,2,1100.0,2.0,5381950.0
Vidyaranyapura,2,1200.0,2.0,5348900.0
Doddagubbi,2,1250.0,2.0,5940594.285714285
Hulimavu,2,935.0,2.0,5036051.904761905
Sarjapur  Road,2,984.0,2.0,5738040.0
Thanisandra,3,1694.0,3.0,11242071.26984127
Sarjapur  Road,3,2100.0,3.0,13174000.0
Banashankari,2,1310.0,2.0,7556258.333333334
Hoodi,2,1425.0,2.0,9030780.714285715
Electronic City,2,770.0,1.0,3936361.666666667
Hormavu,2,980.0,2.0,4171033.333333334
Byrasandra,3,1390.0,2.0,7003989.785714285
Kaggadasapura,2,1000.0,2.0,4930425.0
Kasavanhalli,3,1260.0,2.0,7438512.222222222
Electronics City Phase 1,1,635.0,1.0,3401470.0
Bharathi Nagar,2,1300.0,2.0,6113656.666666666
Koramangala,2,1900.0,2.0,12234260.0
Kaggalipura,2,950.0,2.0,5374572.885447885
3rd Block HBR Layout,3,2000.0,3.0,10220000.0
Kadabagere,2,565.0,2.0,2525650.0
Old Madras Road,3,1425.0,2.0,7183900.0
Whitefield,2,1355.0,2.0,8323810.0
Abbigere,2,985.0,2.0,4180133.333333333
Ambedkar Colony,2,1468.0,3.0,7872410.0
EPIP Zone,2,1343.0,2.0,8033493.333333334
Jalahalli West,2,745.0,2.0,4388608.333333334
Sarjapur  Road,2,1130.0,2.0,6618200.0
7th Phase JP Nagar,3,1680.0,3.0,12098150.151310677
Bhoganhalli,4,2171.0,4.0,13519500.0
Varthur,2,1738.0,2.0,8825570.0
Binny Pete,3,1970.0,3.0,12737500.0
Electronics City Phase 1,2,995.0,2.0,6756440.0
Belathur,2,1050.0,2.0,4609190.0
Old Madras Road,4,3900.0,4.0,34266000.0
Nagasandra,4,1310.0,3.0,10574300.0
Rajaji Nagar,6,3000.0,6.0,48779750.0
8th Phase JP Nagar,1,500.0,1.0,2659556.6666666665
Yelenahalli,2,1240.0,2.0,5442537.166666666
Volagerekallahalli,2,1095.0,2.0,3864961.6428571427
Bannerghatta Road,3,1920.0,3.0,12011523.80952381
3rd Block Banashankari,4,1700.0,2.0,10394645.0
Hebbal,3,1430.0,3.0,8502450.0
Benson Town,3,2850.0,4.0,29096333.33333333
CV Raman Nagar,2,1020.0,2.0,4572939.166666667
Sector 7 HSR Layout,2,1163.0,2.0,9194470.0
Gokula Extension,3,1400.0,3.0,6872040.0
Kanakapura,3,1290.0,2.0,6101951.785714285
Thanisandra,2,1245.0,2.0,6851322.857142856
Kada Agrahara,2,935.0,2.0,4280794.714285714
Sarjapur  Road,4,5400.0,4.0,69430000.0
Singasandra,2,1416.0,2.0,7047685.0
Bannerghatta Road,3,1527.0,3.0,10537442.638888888
Koramangala,3,1900.0,3.0,17025166.666666668
Bellandur,3,1830.0,3.0,10973871.666666664
Whitefield,3,2134.0,4.0,13812600.0
Kasavanhalli,3,2111.0,4.0,12892265.384615386
Gunjur,3,2132.0,3.0,14164416.666666668
Marathahalli,3,1108.0,2.0,5689176.515151515
Hoodi,2,1108.0,2.0,7925071.142857144
Whitefield,2,1063.0,2.0,5179381.666666667
Channasandra,2,3040.0,2.0,25290500.0
TC Palaya,6,1000.0,6.0,13176833.333333336
Whitefield,2,1130.0,2.0,7522473.333333334
KR Puram,2,1200.0,2.0,6533526.190476191
Hosur Road,2,1656.0,2.0,11558795.0
Mysore Road,3,1568.0,2.0,8701780.0
Jakkur,2,1290.0,2.0,8804189.571428569
Uttarahalli,3,1385.0,2.0,6236214.51190476
9th Phase JP Nagar,7,1200.0,6.0,15218000.0
Nelamangala,4,2600.0,3.0,18330666.666666668
Hennur Road,2,1460.0,2.0,7467214.583333332
Whitefield,2,1280.0,2.0,7857321.428571428
Vittasandra,2,1404.0,2.0,7008703.293650793
Thanisandra,2,1220.0,2.0,6152441.666666668
Kasavanhalli,3,1915.0,3.0,14217500.0
HRBR Layout,3,1200.0,3.0,7303693.785714286
3rd Block Jayanagar,3,2150.0,3.0,17066833.333333336
Doddanakundi Industrial Area 2,2,1194.0,2.0,4958108.421228581
Gkvk Layout,3,1350.0,3.0,6769000.0
Somasundara Palya,3,1275.0,2.0,5818790.0
Electronic City,3,1563.0,3.0,9373061.904761905
EPIP Zone,3,2350.0,4.0,23026000.0
7th Phase JP Nagar,3,1650.0,3.0,11167268.650793653
Ramamurthy Nagar,3,1410.0,2.0,5910204.0
Kaggadasapura,3,1540.0,3.0,7583453.333333334
KR Puram,2,1100.0,2.0,4644832.142857143
Raja Rajeshwari Nagara,3,1537.0,3.0,9132399.285714285
Malleshpalya,2,1060.0,2.0,4906780.0
Pai Layout,2,1175.0,2.0,5066863.333333333
Hormavu,4,3500.0,4.0,27583900.0
Koramangala,2,1320.0,2.0,14705809.523809524
Ambedkar Nagar,3,1950.0,4.0,12174416.666666664
Hulimavu,2,850.0,1.0,3663795.0
